unit_rental_key;unit_name;unit_rent_label;unit_beds;unit_baths;unit_sq_ft;unit_availability;unit_floorplan_image;property_listing_id;property_url;property_street_address;property_country_code;property_title;property_full_address;property_management;property_image;property_pricing_range;property_bed_range;property_phone_number;property_amenities;property_type;property_monthly_rent;property_bedrooms;property_bathrooms;property_square_feet;property_description;property_website;property_fees;property_latitude;property_longitude;distance_to_campus
5h1dkzq;Studio;$1,120;;1 bath;410 sq ft;;https://images1.apartments.com/i2/j9jX69KWyccurrBdyfpgQ6Vf69OjS-9RmZzZ7DkbGSU/105/image.png?p=1;typn968;https://www.apartments.com/vairo-village-state-college-pa/typn968/;10 Vairo Blvd;US;Vairo Village;10 Vairo Blvd, State College, PA 16803;Berger Communities;;$1,000 - $1,925;Studio - 3 Beds;(814) 424-9239;;;$1,000 - $1,925;Studio - 3 bd;1 - 2 ba;400 - 1,100 sq ft;Renting shouldn't be hard®. We do things differently to provide you with an easy experience from the second you start searching for your new apartment, with features such as a security deposit alternative, 30-day move-in guarantee, no-fee transfer and move-out flexibility options, no weight limits on pets, 24/7 phone support, full quality move-in inspection, plus online applications, payments and service requests. Make your move to Vairo Village Apartments today.;http://www.vairovillage.com/?switch_cls[id]=97913;"Application Fee: $65
";40.81763;-77.88844;1.9076779326287379
h93z8l1;1 Bedroom - 535;$1,185;1 bed;1 bath;535 sq ft;;https://images1.apartments.com/i2/_b8DYXMY6WDHusOLnsrRk9nylK1G4rueu_pMkkxPAec/105/image.jpg?p=1;typn968;https://www.apartments.com/vairo-village-state-college-pa/typn968/;10 Vairo Blvd;US;Vairo Village;10 Vairo Blvd, State College, PA 16803;Berger Communities;;$1,000 - $1,925;Studio - 3 Beds;(814) 424-9239;;;$1,000 - $1,925;Studio - 3 bd;1 - 2 ba;400 - 1,100 sq ft;Renting shouldn't be hard®. We do things differently to provide you with an easy experience from the second you start searching for your new apartment, with features such as a security deposit alternative, 30-day move-in guarantee, no-fee transfer and move-out flexibility options, no weight limits on pets, 24/7 phone support, full quality move-in inspection, plus online applications, payments and service requests. Make your move to Vairo Village Apartments today.;http://www.vairovillage.com/?switch_cls[id]=97913;"Application Fee: $65
";40.81763;-77.88844;1.9076779326287379
gr062rz;1 Bedroom Junior-417;$1,110;1 bed;1 bath;417 sq ft;;https://images1.apartments.com/i2/_BzGO8xbULzETIAYe8nKkLY7zM56KnDw6PzKjXG-WYc/105/image.png?p=1;typn968;https://www.apartments.com/vairo-village-state-college-pa/typn968/;10 Vairo Blvd;US;Vairo Village;10 Vairo Blvd, State College, PA 16803;Berger Communities;;$1,000 - $1,925;Studio - 3 Beds;(814) 424-9239;;;$1,000 - $1,925;Studio - 3 bd;1 - 2 ba;400 - 1,100 sq ft;Renting shouldn't be hard®. We do things differently to provide you with an easy experience from the second you start searching for your new apartment, with features such as a security deposit alternative, 30-day move-in guarantee, no-fee transfer and move-out flexibility options, no weight limits on pets, 24/7 phone support, full quality move-in inspection, plus online applications, payments and service requests. Make your move to Vairo Village Apartments today.;http://www.vairovillage.com/?switch_cls[id]=97913;"Application Fee: $65
";40.81763;-77.88844;1.9076779326287379
rb9cr00;1 Bedroom Junior-415;$1,215;1 bed;1 bath;415 sq ft;;https://images1.apartments.com/i2/iimaLdZsHK74CQpVu1bmY786frDTnQxeU6M6k3evXG4/105/image.png?p=1;typn968;https://www.apartments.com/vairo-village-state-college-pa/typn968/;10 Vairo Blvd;US;Vairo Village;10 Vairo Blvd, State College, PA 16803;Berger Communities;;$1,000 - $1,925;Studio - 3 Beds;(814) 424-9239;;;$1,000 - $1,925;Studio - 3 bd;1 - 2 ba;400 - 1,100 sq ft;Renting shouldn't be hard®. We do things differently to provide you with an easy experience from the second you start searching for your new apartment, with features such as a security deposit alternative, 30-day move-in guarantee, no-fee transfer and move-out flexibility options, no weight limits on pets, 24/7 phone support, full quality move-in inspection, plus online applications, payments and service requests. Make your move to Vairo Village Apartments today.;http://www.vairovillage.com/?switch_cls[id]=97913;"Application Fee: $65
";40.81763;-77.88844;1.9076779326287379
pk8584r;1 Bedroom-580;$1,265;1 bed;1 bath;580 sq ft;;https://images1.apartments.com/i2/-GeK1_dQKdWz8BL2wlvF939juU7d30AozG7X-2PMT24/105/image.jpg?p=1;typn968;https://www.apartments.com/vairo-village-state-college-pa/typn968/;10 Vairo Blvd;US;Vairo Village;10 Vairo Blvd, State College, PA 16803;Berger Communities;;$1,000 - $1,925;Studio - 3 Beds;(814) 424-9239;;;$1,000 - $1,925;Studio - 3 bd;1 - 2 ba;400 - 1,100 sq ft;Renting shouldn't be hard®. We do things differently to provide you with an easy experience from the second you start searching for your new apartment, with features such as a security deposit alternative, 30-day move-in guarantee, no-fee transfer and move-out flexibility options, no weight limits on pets, 24/7 phone support, full quality move-in inspection, plus online applications, payments and service requests. Make your move to Vairo Village Apartments today.;http://www.vairovillage.com/?switch_cls[id]=97913;"Application Fee: $65
";40.81763;-77.88844;1.9076779326287379
ws5gvcj;1 Bedroom Premium;$1,190;1 bed;1 bath;500 sq ft;;https://images1.apartments.com/i2/xiIAdQ70Fzgf80LUYCTHK-lyjXUnvOUBhr50FZRZu9I/105/image.jpg?p=1;typn968;https://www.apartments.com/vairo-village-state-college-pa/typn968/;10 Vairo Blvd;US;Vairo Village;10 Vairo Blvd, State College, PA 16803;Berger Communities;;$1,000 - $1,925;Studio - 3 Beds;(814) 424-9239;;;$1,000 - $1,925;Studio - 3 bd;1 - 2 ba;400 - 1,100 sq ft;Renting shouldn't be hard®. We do things differently to provide you with an easy experience from the second you start searching for your new apartment, with features such as a security deposit alternative, 30-day move-in guarantee, no-fee transfer and move-out flexibility options, no weight limits on pets, 24/7 phone support, full quality move-in inspection, plus online applications, payments and service requests. Make your move to Vairo Village Apartments today.;http://www.vairovillage.com/?switch_cls[id]=97913;"Application Fee: $65
";40.81763;-77.88844;1.9076779326287379
77zmccy;1 Bedroom Deluxe;$1,275;1 bed;1 bath;790 sq ft;;https://images1.apartments.com/i2/Ti5y7Bq72hb16Si_hXPvSpxIwqWSPGHbcq_dJoCQ_dg/105/image.jpg?p=1;typn968;https://www.apartments.com/vairo-village-state-college-pa/typn968/;10 Vairo Blvd;US;Vairo Village;10 Vairo Blvd, State College, PA 16803;Berger Communities;;$1,000 - $1,925;Studio - 3 Beds;(814) 424-9239;;;$1,000 - $1,925;Studio - 3 bd;1 - 2 ba;400 - 1,100 sq ft;Renting shouldn't be hard®. We do things differently to provide you with an easy experience from the second you start searching for your new apartment, with features such as a security deposit alternative, 30-day move-in guarantee, no-fee transfer and move-out flexibility options, no weight limits on pets, 24/7 phone support, full quality move-in inspection, plus online applications, payments and service requests. Make your move to Vairo Village Apartments today.;http://www.vairovillage.com/?switch_cls[id]=97913;"Application Fee: $65
";40.81763;-77.88844;1.9076779326287379
zzzqkhw;1 Bedroom Deluxe - with W/D;$1,355;1 bed;1 bath;790 sq ft;;https://images1.apartments.com/i2/7tnNLMVuHakMAGWt5fijPTVr2ZpsYIdYgxAC4OJM-mM/105/image.jpg?p=1;typn968;https://www.apartments.com/vairo-village-state-college-pa/typn968/;10 Vairo Blvd;US;Vairo Village;10 Vairo Blvd, State College, PA 16803;Berger Communities;;$1,000 - $1,925;Studio - 3 Beds;(814) 424-9239;;;$1,000 - $1,925;Studio - 3 bd;1 - 2 ba;400 - 1,100 sq ft;Renting shouldn't be hard®. We do things differently to provide you with an easy experience from the second you start searching for your new apartment, with features such as a security deposit alternative, 30-day move-in guarantee, no-fee transfer and move-out flexibility options, no weight limits on pets, 24/7 phone support, full quality move-in inspection, plus online applications, payments and service requests. Make your move to Vairo Village Apartments today.;http://www.vairovillage.com/?switch_cls[id]=97913;"Application Fee: $65
";40.81763;-77.88844;1.9076779326287379
1298hd6;1 Bedroom Junior Deluxe;$1,260;1 bed;1 bath;615 sq ft;;https://images1.apartments.com/i2/raXvJ1SyC4KFLmu7JFW8j0BALCGyH9sujpyjkzvQHMs/105/image.jpg?p=1;typn968;https://www.apartments.com/vairo-village-state-college-pa/typn968/;10 Vairo Blvd;US;Vairo Village;10 Vairo Blvd, State College, PA 16803;Berger Communities;;$1,000 - $1,925;Studio - 3 Beds;(814) 424-9239;;;$1,000 - $1,925;Studio - 3 bd;1 - 2 ba;400 - 1,100 sq ft;Renting shouldn't be hard®. We do things differently to provide you with an easy experience from the second you start searching for your new apartment, with features such as a security deposit alternative, 30-day move-in guarantee, no-fee transfer and move-out flexibility options, no weight limits on pets, 24/7 phone support, full quality move-in inspection, plus online applications, payments and service requests. Make your move to Vairo Village Apartments today.;http://www.vairovillage.com/?switch_cls[id]=97913;"Application Fee: $65
";40.81763;-77.88844;1.9076779326287379
4rryd3j;1 Bedroom Junior-417 - with W/D;$1,295;1 bed;1 bath;417 sq ft;;https://images1.apartments.com/i2/Yr3XytnCBxNf4bSNsjvQcd_Db2pJy5fsneXj6tAg21s/105/image.png?p=1;typn968;https://www.apartments.com/vairo-village-state-college-pa/typn968/;10 Vairo Blvd;US;Vairo Village;10 Vairo Blvd, State College, PA 16803;Berger Communities;;$1,000 - $1,925;Studio - 3 Beds;(814) 424-9239;;;$1,000 - $1,925;Studio - 3 bd;1 - 2 ba;400 - 1,100 sq ft;Renting shouldn't be hard®. We do things differently to provide you with an easy experience from the second you start searching for your new apartment, with features such as a security deposit alternative, 30-day move-in guarantee, no-fee transfer and move-out flexibility options, no weight limits on pets, 24/7 phone support, full quality move-in inspection, plus online applications, payments and service requests. Make your move to Vairo Village Apartments today.;http://www.vairovillage.com/?switch_cls[id]=97913;"Application Fee: $65
";40.81763;-77.88844;1.9076779326287379
7vq7qdy;1 Bedroom Junior Deluxe - with W/D;$1,340;1 bed;1 bath;615 sq ft;;https://images1.apartments.com/i2/raXvJ1SyC4KFLmu7JFW8j0BALCGyH9sujpyjkzvQHMs/105/image.jpg?p=1;typn968;https://www.apartments.com/vairo-village-state-college-pa/typn968/;10 Vairo Blvd;US;Vairo Village;10 Vairo Blvd, State College, PA 16803;Berger Communities;;$1,000 - $1,925;Studio - 3 Beds;(814) 424-9239;;;$1,000 - $1,925;Studio - 3 bd;1 - 2 ba;400 - 1,100 sq ft;Renting shouldn't be hard®. We do things differently to provide you with an easy experience from the second you start searching for your new apartment, with features such as a security deposit alternative, 30-day move-in guarantee, no-fee transfer and move-out flexibility options, no weight limits on pets, 24/7 phone support, full quality move-in inspection, plus online applications, payments and service requests. Make your move to Vairo Village Apartments today.;http://www.vairovillage.com/?switch_cls[id]=97913;"Application Fee: $65
";40.81763;-77.88844;1.9076779326287379
0d8t802;1 Bedroom Premium - with W/D;$1,380;1 bed;1 bath;500 sq ft;;https://images1.apartments.com/i2/nfSmphPg04Fm5zs1vc0gl7H3XMJ2O8a-6sGBO6c06wk/105/image.jpg?p=1;typn968;https://www.apartments.com/vairo-village-state-college-pa/typn968/;10 Vairo Blvd;US;Vairo Village;10 Vairo Blvd, State College, PA 16803;Berger Communities;;$1,000 - $1,925;Studio - 3 Beds;(814) 424-9239;;;$1,000 - $1,925;Studio - 3 bd;1 - 2 ba;400 - 1,100 sq ft;Renting shouldn't be hard®. We do things differently to provide you with an easy experience from the second you start searching for your new apartment, with features such as a security deposit alternative, 30-day move-in guarantee, no-fee transfer and move-out flexibility options, no weight limits on pets, 24/7 phone support, full quality move-in inspection, plus online applications, payments and service requests. Make your move to Vairo Village Apartments today.;http://www.vairovillage.com/?switch_cls[id]=97913;"Application Fee: $65
";40.81763;-77.88844;1.9076779326287379
v96k3gg;2 Bedroom;$1,420;2 beds;1 bath;910 sq ft;;https://images1.apartments.com/i2/nfSmphPg04Fm5zs1vc0gl7H3XMJ2O8a-6sGBO6c06wk/105/image.jpg?p=1;typn968;https://www.apartments.com/vairo-village-state-college-pa/typn968/;10 Vairo Blvd;US;Vairo Village;10 Vairo Blvd, State College, PA 16803;Berger Communities;;$1,000 - $1,925;Studio - 3 Beds;(814) 424-9239;;;$1,000 - $1,925;Studio - 3 bd;1 - 2 ba;400 - 1,100 sq ft;Renting shouldn't be hard®. We do things differently to provide you with an easy experience from the second you start searching for your new apartment, with features such as a security deposit alternative, 30-day move-in guarantee, no-fee transfer and move-out flexibility options, no weight limits on pets, 24/7 phone support, full quality move-in inspection, plus online applications, payments and service requests. Make your move to Vairo Village Apartments today.;http://www.vairovillage.com/?switch_cls[id]=97913;"Application Fee: $65
";40.81763;-77.88844;1.9076779326287379
k2k8yx8;2 Bedroom - with W/D;$1,500;2 beds;1 bath;910 sq ft;;https://images1.apartments.com/i2/nfSmphPg04Fm5zs1vc0gl7H3XMJ2O8a-6sGBO6c06wk/105/image.jpg?p=1;typn968;https://www.apartments.com/vairo-village-state-college-pa/typn968/;10 Vairo Blvd;US;Vairo Village;10 Vairo Blvd, State College, PA 16803;Berger Communities;;$1,000 - $1,925;Studio - 3 Beds;(814) 424-9239;;;$1,000 - $1,925;Studio - 3 bd;1 - 2 ba;400 - 1,100 sq ft;Renting shouldn't be hard®. We do things differently to provide you with an easy experience from the second you start searching for your new apartment, with features such as a security deposit alternative, 30-day move-in guarantee, no-fee transfer and move-out flexibility options, no weight limits on pets, 24/7 phone support, full quality move-in inspection, plus online applications, payments and service requests. Make your move to Vairo Village Apartments today.;http://www.vairovillage.com/?switch_cls[id]=97913;"Application Fee: $65
";40.81763;-77.88844;1.9076779326287379
j2jj6t6;2 Bedroom;$1,405;2 beds;1 bath;910 sq ft;;https://images1.apartments.com/i2/nfSmphPg04Fm5zs1vc0gl7H3XMJ2O8a-6sGBO6c06wk/105/image.jpg?p=1;typn968;https://www.apartments.com/vairo-village-state-college-pa/typn968/;10 Vairo Blvd;US;Vairo Village;10 Vairo Blvd, State College, PA 16803;Berger Communities;;$1,000 - $1,925;Studio - 3 Beds;(814) 424-9239;;;$1,000 - $1,925;Studio - 3 bd;1 - 2 ba;400 - 1,100 sq ft;Renting shouldn't be hard®. We do things differently to provide you with an easy experience from the second you start searching for your new apartment, with features such as a security deposit alternative, 30-day move-in guarantee, no-fee transfer and move-out flexibility options, no weight limits on pets, 24/7 phone support, full quality move-in inspection, plus online applications, payments and service requests. Make your move to Vairo Village Apartments today.;http://www.vairovillage.com/?switch_cls[id]=97913;"Application Fee: $65
";40.81763;-77.88844;1.9076779326287379
h7d6xh3;2 Bedroom - with W/D;$1,485;2 beds;1 bath;910 sq ft;;https://images1.apartments.com/i2/si3_MGZChr1lAz4pfXdmH1I7xAEIFz0ifjSKXk1Szuo/105/image.jpg?p=1;typn968;https://www.apartments.com/vairo-village-state-college-pa/typn968/;10 Vairo Blvd;US;Vairo Village;10 Vairo Blvd, State College, PA 16803;Berger Communities;;$1,000 - $1,925;Studio - 3 Beds;(814) 424-9239;;;$1,000 - $1,925;Studio - 3 bd;1 - 2 ba;400 - 1,100 sq ft;Renting shouldn't be hard®. We do things differently to provide you with an easy experience from the second you start searching for your new apartment, with features such as a security deposit alternative, 30-day move-in guarantee, no-fee transfer and move-out flexibility options, no weight limits on pets, 24/7 phone support, full quality move-in inspection, plus online applications, payments and service requests. Make your move to Vairo Village Apartments today.;http://www.vairovillage.com/?switch_cls[id]=97913;"Application Fee: $65
";40.81763;-77.88844;1.9076779326287379
phtdwfs;3 Bedroom;$1,665;3 beds;2 baths;1100 sq ft;;https://images1.apartments.com/i2/si3_MGZChr1lAz4pfXdmH1I7xAEIFz0ifjSKXk1Szuo/105/image.jpg?p=1;typn968;https://www.apartments.com/vairo-village-state-college-pa/typn968/;10 Vairo Blvd;US;Vairo Village;10 Vairo Blvd, State College, PA 16803;Berger Communities;;$1,000 - $1,925;Studio - 3 Beds;(814) 424-9239;;;$1,000 - $1,925;Studio - 3 bd;1 - 2 ba;400 - 1,100 sq ft;Renting shouldn't be hard®. We do things differently to provide you with an easy experience from the second you start searching for your new apartment, with features such as a security deposit alternative, 30-day move-in guarantee, no-fee transfer and move-out flexibility options, no weight limits on pets, 24/7 phone support, full quality move-in inspection, plus online applications, payments and service requests. Make your move to Vairo Village Apartments today.;http://www.vairovillage.com/?switch_cls[id]=97913;"Application Fee: $65
";40.81763;-77.88844;1.9076779326287379
bys32h8;3 Bedroom;$1,655;3 beds;2 baths;1100 sq ft;;https://images1.apartments.com/i2/gXwphvg6yFJ4ZzARFdjUjwumjRQ3L7VuCmdILTXiDuI/105/image.jpg?p=1;typn968;https://www.apartments.com/vairo-village-state-college-pa/typn968/;10 Vairo Blvd;US;Vairo Village;10 Vairo Blvd, State College, PA 16803;Berger Communities;;$1,000 - $1,925;Studio - 3 Beds;(814) 424-9239;;;$1,000 - $1,925;Studio - 3 bd;1 - 2 ba;400 - 1,100 sq ft;Renting shouldn't be hard®. We do things differently to provide you with an easy experience from the second you start searching for your new apartment, with features such as a security deposit alternative, 30-day move-in guarantee, no-fee transfer and move-out flexibility options, no weight limits on pets, 24/7 phone support, full quality move-in inspection, plus online applications, payments and service requests. Make your move to Vairo Village Apartments today.;http://www.vairovillage.com/?switch_cls[id]=97913;"Application Fee: $65
";40.81763;-77.88844;1.9076779326287379
fhsmw4s;3 Bedroom - with W/D;$1,895;3 beds;2 baths;1100 sq ft;;https://images1.apartments.com/i2/OS59TgJpCoIsxiJ4qFoLoUCkYL9uhSbPPY5sYyGHLks/105/image.jpg?p=1;typn968;https://www.apartments.com/vairo-village-state-college-pa/typn968/;10 Vairo Blvd;US;Vairo Village;10 Vairo Blvd, State College, PA 16803;Berger Communities;;$1,000 - $1,925;Studio - 3 Beds;(814) 424-9239;;;$1,000 - $1,925;Studio - 3 bd;1 - 2 ba;400 - 1,100 sq ft;Renting shouldn't be hard®. We do things differently to provide you with an easy experience from the second you start searching for your new apartment, with features such as a security deposit alternative, 30-day move-in guarantee, no-fee transfer and move-out flexibility options, no weight limits on pets, 24/7 phone support, full quality move-in inspection, plus online applications, payments and service requests. Make your move to Vairo Village Apartments today.;http://www.vairovillage.com/?switch_cls[id]=97913;"Application Fee: $65
";40.81763;-77.88844;1.9076779326287379
s2bhh66;3 Bedroom - with W/D;$1,925;3 beds;2 baths;1100 sq ft;;https://images1.apartments.com/i2/si3_MGZChr1lAz4pfXdmH1I7xAEIFz0ifjSKXk1Szuo/105/image.jpg?p=1;typn968;https://www.apartments.com/vairo-village-state-college-pa/typn968/;10 Vairo Blvd;US;Vairo Village;10 Vairo Blvd, State College, PA 16803;Berger Communities;;$1,000 - $1,925;Studio - 3 Beds;(814) 424-9239;;;$1,000 - $1,925;Studio - 3 bd;1 - 2 ba;400 - 1,100 sq ft;Renting shouldn't be hard®. We do things differently to provide you with an easy experience from the second you start searching for your new apartment, with features such as a security deposit alternative, 30-day move-in guarantee, no-fee transfer and move-out flexibility options, no weight limits on pets, 24/7 phone support, full quality move-in inspection, plus online applications, payments and service requests. Make your move to Vairo Village Apartments today.;http://www.vairovillage.com/?switch_cls[id]=97913;"Application Fee: $65
";40.81763;-77.88844;1.9076779326287379
0plgsb3;1 Bedroom 1 Bathroom D;$1,410;1 bed;1 bath;975 sq ft;1 Available unit;https://images1.apartments.com/i2/UOE77j1wvd0PgEKTcCeML1KhT4eYB0Pa7Zek4Nxsk1U/105/image.png?p=1;sfb8hy7;https://www.apartments.com/imperial-towers-state-college-pa/sfb8hy7/;425 Waupelani Dr;US;Imperial Towers;425 Waupelani Dr, State College, PA 16801;;;$1,410;Studio - 2 Beds;(814) 808-0641;;;$1,410;Studio - 2 bd;1 - 2 ba;500 - 1,200 sq ft;At Imperial Towers, we strive to provide our residents with top notch amenities, newly renovated apartments, and an enriching experience. Our community offers studio, one-, and two-bedroom apartments just minutes away from Penn State and a short drive to the best shopping, dining, and nightlife Pennsylvania has to offer.Creating a life you love in a convenient State College location has never been easier than at Imperial Towers. Call today to schedule a tour and see for yourself why Imperial Towers is the best place to call home!;https://www.imptowers.com/;"Monthly pet rent: $0
One time Fee: $0
Pet deposit: $425
Pet Limit: 2
";40.77924;-77.85543;1.290914669079523
k7b4sw9;Studio;Call for Rent;;1 bath;500 sq ft;;https://images1.apartments.com/i2/YEUIUVJG1QVkL-J5Fhzk-JVotUmXCYr3yt27-epAFkY/105/image.png?p=1;sfb8hy7;https://www.apartments.com/imperial-towers-state-college-pa/sfb8hy7/;425 Waupelani Dr;US;Imperial Towers;425 Waupelani Dr, State College, PA 16801;;;$1,410;Studio - 2 Beds;(814) 808-0641;;;$1,410;Studio - 2 bd;1 - 2 ba;500 - 1,200 sq ft;At Imperial Towers, we strive to provide our residents with top notch amenities, newly renovated apartments, and an enriching experience. Our community offers studio, one-, and two-bedroom apartments just minutes away from Penn State and a short drive to the best shopping, dining, and nightlife Pennsylvania has to offer.Creating a life you love in a convenient State College location has never been easier than at Imperial Towers. Call today to schedule a tour and see for yourself why Imperial Towers is the best place to call home!;https://www.imptowers.com/;"Monthly pet rent: $0
One time Fee: $0
Pet deposit: $425
Pet Limit: 2
";40.77924;-77.85543;1.290914669079523
hnlrh90;1 Bedroom 1 Bathroom A;Call for Rent;1 bed;1 bath;940 sq ft;;https://images1.apartments.com/i2/i-6moS0OZHfDXMY1WkHTXS2cX6wJ3v4nLQGixpQ7-Jk/105/image.png?p=1;sfb8hy7;https://www.apartments.com/imperial-towers-state-college-pa/sfb8hy7/;425 Waupelani Dr;US;Imperial Towers;425 Waupelani Dr, State College, PA 16801;;;$1,410;Studio - 2 Beds;(814) 808-0641;;;$1,410;Studio - 2 bd;1 - 2 ba;500 - 1,200 sq ft;At Imperial Towers, we strive to provide our residents with top notch amenities, newly renovated apartments, and an enriching experience. Our community offers studio, one-, and two-bedroom apartments just minutes away from Penn State and a short drive to the best shopping, dining, and nightlife Pennsylvania has to offer.Creating a life you love in a convenient State College location has never been easier than at Imperial Towers. Call today to schedule a tour and see for yourself why Imperial Towers is the best place to call home!;https://www.imptowers.com/;"Monthly pet rent: $0
One time Fee: $0
Pet deposit: $425
Pet Limit: 2
";40.77924;-77.85543;1.290914669079523
76ync9z;1 Bedroom 1 Bathroom C;Call for Rent;1 bed;1 bath;700 sq ft;;https://images1.apartments.com/i2/8GVJBnGf9cCFHWBD9SLd8KeAvlLsCOKJAR4EX0uwg-o/105/image.png?p=1;sfb8hy7;https://www.apartments.com/imperial-towers-state-college-pa/sfb8hy7/;425 Waupelani Dr;US;Imperial Towers;425 Waupelani Dr, State College, PA 16801;;;$1,410;Studio - 2 Beds;(814) 808-0641;;;$1,410;Studio - 2 bd;1 - 2 ba;500 - 1,200 sq ft;At Imperial Towers, we strive to provide our residents with top notch amenities, newly renovated apartments, and an enriching experience. Our community offers studio, one-, and two-bedroom apartments just minutes away from Penn State and a short drive to the best shopping, dining, and nightlife Pennsylvania has to offer.Creating a life you love in a convenient State College location has never been easier than at Imperial Towers. Call today to schedule a tour and see for yourself why Imperial Towers is the best place to call home!;https://www.imptowers.com/;"Monthly pet rent: $0
One time Fee: $0
Pet deposit: $425
Pet Limit: 2
";40.77924;-77.85543;1.290914669079523
90p56s5;1 Bedroom 1 Bathroom B;Call for Rent;1 bed;1 bath;700 sq ft;;https://images1.apartments.com/i2/oVdxJOdwTv5T0sR1M7eCahHpsdTRstjP1LMDepibLg8/105/image.png?p=1;sfb8hy7;https://www.apartments.com/imperial-towers-state-college-pa/sfb8hy7/;425 Waupelani Dr;US;Imperial Towers;425 Waupelani Dr, State College, PA 16801;;;$1,410;Studio - 2 Beds;(814) 808-0641;;;$1,410;Studio - 2 bd;1 - 2 ba;500 - 1,200 sq ft;At Imperial Towers, we strive to provide our residents with top notch amenities, newly renovated apartments, and an enriching experience. Our community offers studio, one-, and two-bedroom apartments just minutes away from Penn State and a short drive to the best shopping, dining, and nightlife Pennsylvania has to offer.Creating a life you love in a convenient State College location has never been easier than at Imperial Towers. Call today to schedule a tour and see for yourself why Imperial Towers is the best place to call home!;https://www.imptowers.com/;"Monthly pet rent: $0
One time Fee: $0
Pet deposit: $425
Pet Limit: 2
";40.77924;-77.85543;1.290914669079523
js03wg5;2 Bedroom 2 Bathroom B;Call for Rent;2 beds;2 baths;1200 sq ft;;https://images1.apartments.com/i2/DVcsmzB_dJ5OMRkFvVqhjo2MgM5HZ3i8rlBrLDU9RAI/105/image.png?p=1;sfb8hy7;https://www.apartments.com/imperial-towers-state-college-pa/sfb8hy7/;425 Waupelani Dr;US;Imperial Towers;425 Waupelani Dr, State College, PA 16801;;;$1,410;Studio - 2 Beds;(814) 808-0641;;;$1,410;Studio - 2 bd;1 - 2 ba;500 - 1,200 sq ft;At Imperial Towers, we strive to provide our residents with top notch amenities, newly renovated apartments, and an enriching experience. Our community offers studio, one-, and two-bedroom apartments just minutes away from Penn State and a short drive to the best shopping, dining, and nightlife Pennsylvania has to offer.Creating a life you love in a convenient State College location has never been easier than at Imperial Towers. Call today to schedule a tour and see for yourself why Imperial Towers is the best place to call home!;https://www.imptowers.com/;"Monthly pet rent: $0
One time Fee: $0
Pet deposit: $425
Pet Limit: 2
";40.77924;-77.85543;1.290914669079523
w12mmdl;2 Bedroom 2 Bathroom C;Call for Rent;2 beds;2 baths;1200 sq ft;;https://images1.apartments.com/i2/2u7fqy9hogeH1Zu9v7aRQQZUOfU9c0CEL8Wse0PfYKU/105/image.png?p=1;sfb8hy7;https://www.apartments.com/imperial-towers-state-college-pa/sfb8hy7/;425 Waupelani Dr;US;Imperial Towers;425 Waupelani Dr, State College, PA 16801;;;$1,410;Studio - 2 Beds;(814) 808-0641;;;$1,410;Studio - 2 bd;1 - 2 ba;500 - 1,200 sq ft;At Imperial Towers, we strive to provide our residents with top notch amenities, newly renovated apartments, and an enriching experience. Our community offers studio, one-, and two-bedroom apartments just minutes away from Penn State and a short drive to the best shopping, dining, and nightlife Pennsylvania has to offer.Creating a life you love in a convenient State College location has never been easier than at Imperial Towers. Call today to schedule a tour and see for yourself why Imperial Towers is the best place to call home!;https://www.imptowers.com/;"Monthly pet rent: $0
One time Fee: $0
Pet deposit: $425
Pet Limit: 2
";40.77924;-77.85543;1.290914669079523
94652s6;2 Bedroom 2 Bathroom A;Call for Rent;2 beds;2 baths;1200 sq ft;;https://images1.apartments.com/i2/89v0Z1pY3v_jAnYCJiLJSceCs_e2aPM2VuRXkavRqA8/105/image.png?p=1;sfb8hy7;https://www.apartments.com/imperial-towers-state-college-pa/sfb8hy7/;425 Waupelani Dr;US;Imperial Towers;425 Waupelani Dr, State College, PA 16801;;;$1,410;Studio - 2 Beds;(814) 808-0641;;;$1,410;Studio - 2 bd;1 - 2 ba;500 - 1,200 sq ft;At Imperial Towers, we strive to provide our residents with top notch amenities, newly renovated apartments, and an enriching experience. Our community offers studio, one-, and two-bedroom apartments just minutes away from Penn State and a short drive to the best shopping, dining, and nightlife Pennsylvania has to offer.Creating a life you love in a convenient State College location has never been easier than at Imperial Towers. Call today to schedule a tour and see for yourself why Imperial Towers is the best place to call home!;https://www.imptowers.com/;"Monthly pet rent: $0
One time Fee: $0
Pet deposit: $425
Pet Limit: 2
";40.77924;-77.85543;1.290914669079523
